match_id,sport,format,team_a_rating,team_b_rating,nb_sets,score_w,score_l,upset,match_quality_score,source
SM6580,table_tennis,singles,1100.8,1744.9,3,31,18,0,0.4139,synthetic
SM6581,table_tennis,singles,1502.7,2140.3,3,31,21,0,0.4431,synthetic
SM6582,table_tennis,singles,1204.5,1171.3,5,51,36,1,0.9589,synthetic
SM6583,table_tennis,singles,964.9,1487.1,4,35,30,0,0.5811,synthetic
SM6584,table_tennis,singles,1218.7,2091.7,3,30,22,0,0.4585,synthetic
SM6585,table_tennis,singles,1072.0,1105.2,4,39,34,0,0.9105,synthetic
SM6586,table_tennis,singles,1188.7,1748.9,3,30,24,0,0.5021,synthetic
SM6587,table_tennis,singles,1581.1,2033.8,3,34,20,0,0.5145,synthetic
SM6588,table_tennis,singles,1250.5,1049.9,5,44,46,0,0.8574,synthetic
SM6589,table_tennis,singles,1433.9,1036.2,4,41,31,0,0.6393,synthetic
SM6590,table_tennis,singles,1473.1,1041.7,4,43,34,0,0.6256,synthetic
SM6591,table_tennis,singles,1154.3,1294.1,3,30,21,0,0.7562,synthetic
SM6592,table_tennis,singles,1764.2,907.4,4,40,26,0,0.4752,synthetic
SM6593,table_tennis,singles,990.7,1283.8,4,33,35,1,0.8028,synthetic
SM6594,table_tennis,singles,1174.1,1910.6,3,29,19,0,0.4367,synthetic
SM6595,table_tennis,singles,911.8,1187.9,3,30,21,0,0.6653,synthetic
SM6596,table_tennis,singles,1551.0,1295.4,3,30,19,0,0.6598,synthetic
SM6597,table_tennis,singles,1373.5,1387.6,3,32,17,1,0.8382,synthetic
SM6598,table_tennis,singles,1684.1,1102.0,3,33,25,0,0.4768,synthetic
SM6599,table_tennis,singles,1319.7,850.8,3,31,20,0,0.5211,synthetic
SM6600,table_tennis,singles,1537.3,1291.5,5,48,44,0,0.8187,synthetic
SM6601,table_tennis,singles,1232.6,1535.3,3,33,13,0,0.5443,synthetic
SM6602,table_tennis,singles,1173.6,1541.7,3,31,12,0,0.4979,synthetic
SM6603,table_tennis,singles,1317.0,1563.4,3,32,18,0,0.6437,synthetic
SM6604,table_tennis,singles,1207.5,2101.7,3,33,19,0,0.4123,synthetic
SM6605,table_tennis,singles,1696.1,1576.4,4,37,31,0,0.8449,synthetic
SM6606,table_tennis,singles,1409.4,1127.3,3,32,21,0,0.6489,synthetic
SM6607,table_tennis,singles,1157.9,1467.1,5,44,43,0,0.7893,synthetic
SM6608,table_tennis,singles,1457.0,1397.3,3,32,18,0,0.7682,synthetic
SM6609,table_tennis,singles,1288.3,1043.3,4,43,28,0,0.7122,synthetic
SM6610,table_tennis,singles,1474.2,1389.6,4,34,37,0,0.8867,synthetic
SM6611,table_tennis,singles,2153.7,1418.5,3,35,25,0,0.4533,synthetic
SM6612,table_tennis,singles,1130.2,936.9,3,30,21,0,0.7205,synthetic
SM6613,table_tennis,singles,1263.9,1371.9,3,31,19,1,0.802,synthetic
SM6614,table_tennis,singles,1983.1,1384.4,3,35,14,0,0.3494,synthetic
SM6615,table_tennis,singles,1173.0,1419.2,3,30,17,0,0.6452,synthetic
SM6616,table_tennis,singles,1013.6,1430.4,3,30,10,0,0.4421,synthetic
SM6617,table_tennis,singles,1903.4,1118.2,3,30,17,0,0.4094,synthetic
SM6618,table_tennis,singles,1396.2,2091.7,4,38,34,0,0.5378,synthetic
SM6619,table_tennis,singles,1380.9,1078.2,3,33,19,0,0.6105,synthetic
SM6620,table_tennis,singles,993.3,1291.4,5,48,43,1,0.8293,synthetic
SM6621,table_tennis,singles,2071.1,1704.3,3,35,27,0,0.6239,synthetic
SM6622,table_tennis,singles,1754.2,1224.1,3,32,28,0,0.5399,synthetic
SM6623,table_tennis,singles,1215.8,1337.2,4,37,33,0,0.8562,synthetic
SM6624,table_tennis,singles,1547.7,1574.8,4,40,35,0,0.9153,synthetic
SM6625,table_tennis,singles,1177.4,1437.3,4,41,35,0,0.7552,synthetic
SM6626,table_tennis,singles,1386.8,1082.5,3,33,19,0,0.6094,synthetic
SM6627,table_tennis,singles,1821.8,1259.7,3,29,19,0,0.4619,synthetic
SM6628,table_tennis,singles,1389.5,1784.0,3,29,18,0,0.5634,synthetic
SM6629,table_tennis,singles,1372.8,1309.0,5,45,44,1,1.0,synthetic
SM6630,table_tennis,singles,1278.6,1716.7,3,35,18,0,0.4996,synthetic
SM6631,table_tennis,singles,1075.8,1596.4,3,33,18,0,0.4553,synthetic
SM6632,table_tennis,singles,1088.6,1060.3,4,38,36,0,0.9303,synthetic
SM6633,table_tennis,singles,1497.6,1089.6,4,37,36,0,0.6825,synthetic
SM6634,table_tennis,singles,1379.4,1369.8,3,32,13,0,0.7447,synthetic
SM6635,table_tennis,singles,1436.9,1162.6,3,30,16,0,0.6154,synthetic
SM6636,table_tennis,singles,1532.2,1174.8,3,31,18,0,0.5756,synthetic
SM6637,table_tennis,singles,1096.1,1383.9,5,45,35,0,0.7581,synthetic
SM6638,table_tennis,singles,1450.9,1314.8,4,35,29,0,0.8318,synthetic
SM6639,table_tennis,singles,2011.7,1077.7,4,41,28,0,0.4846,synthetic
SM6640,table_tennis,singles,1688.0,1291.6,5,45,36,0,0.6913,synthetic
SM6641,table_tennis,singles,987.1,1612.2,3,32,15,0,0.3753,synthetic
SM6642,table_tennis,singles,1742.8,1312.8,3,31,23,0,0.5741,synthetic
SM6643,table_tennis,singles,1367.7,1930.5,3,32,26,0,0.5034,synthetic
SM6644,table_tennis,singles,1431.1,1025.8,3,31,13,0,0.4862,synthetic
SM6645,table_tennis,singles,1453.8,1201.0,4,42,29,0,0.7182,synthetic
SM6646,table_tennis,singles,1384.0,1012.4,3,33,18,0,0.5546,synthetic
SM6647,table_tennis,singles,1497.5,1936.0,3,34,22,0,0.542,synthetic
SM6648,table_tennis,singles,1376.6,1389.5,3,31,26,0,0.8763,synthetic
SM6649,table_tennis,singles,1622.7,1049.2,3,33,15,0,0.3877,synthetic
SM6650,table_tennis,singles,1163.4,1146.9,5,53,51,1,1.0,synthetic
SM6651,table_tennis,singles,1060.4,2011.7,3,30,14,0,0.3745,synthetic
SM6652,table_tennis,singles,1643.5,1269.6,5,42,45,0,0.7369,synthetic
SM6653,table_tennis,singles,1097.7,967.4,4,38,34,0,0.8509,synthetic
SM6654,table_tennis,singles,1382.2,1813.3,3,33,14,0,0.4709,synthetic
SM6655,table_tennis,singles,1006.3,1071.6,5,39,43,1,0.987,synthetic
SM6656,table_tennis,singles,1715.2,1191.1,3,31,15,0,0.4315,synthetic
SM6657,table_tennis,singles,1270.9,1274.4,4,35,34,1,1.0,synthetic
SM6658,table_tennis,singles,1405.2,1089.9,3,32,25,0,0.6607,synthetic
SM6659,table_tennis,singles,1522.0,1792.5,3,31,22,0,0.6717,synthetic
SM6660,table_tennis,singles,954.7,1105.3,3,33,23,0,0.7482,synthetic
SM6661,table_tennis,singles,1605.6,1303.1,3,30,24,0,0.6739,synthetic
SM6662,table_tennis,singles,1981.5,1368.9,3,31,23,0,0.4607,synthetic
SM6663,table_tennis,singles,1484.3,991.5,3,30,26,0,0.5629,synthetic
SM6664,table_tennis,singles,964.9,1106.1,3,34,19,0,0.7127,synthetic
SM6665,table_tennis,singles,1032.3,1248.0,3,31,22,0,0.7083,synthetic
SM6666,table_tennis,singles,1214.4,1274.2,3,32,21,1,0.8471,synthetic
SM6667,table_tennis,singles,2135.2,1172.0,3,31,20,0,0.4337,synthetic
SM6668,table_tennis,singles,2300.3,1606.4,3,35,19,0,0.4015,synthetic
SM6669,table_tennis,singles,1195.0,1040.7,5,46,42,0,0.879,synthetic
SM6670,table_tennis,singles,1306.9,1635.6,3,30,12,0,0.5294,synthetic
SM6671,table_tennis,singles,1394.6,1156.3,5,51,41,0,0.7977,synthetic
SM6672,table_tennis,singles,895.9,1587.1,3,32,17,0,0.3976,synthetic
SM6673,table_tennis,singles,1383.6,874.4,3,31,22,0,0.5126,synthetic
SM6674,table_tennis,singles,1067.3,1298.8,3,33,15,0,0.6157,synthetic
SM6675,table_tennis,singles,837.8,1215.1,3,31,19,0,0.5725,synthetic
SM6676,table_tennis,singles,1281.2,2074.1,3,31,16,0,0.3923,synthetic
SM6677,table_tennis,singles,1241.9,983.2,3,31,13,0,0.5839,synthetic
SM6678,table_tennis,singles,1187.3,1478.5,3,30,19,0,0.6361,synthetic
SM6679,table_tennis,singles,1275.6,1202.6,4,42,31,0,0.8511,synthetic
SM6680,table_tennis,singles,1585.5,1057.0,3,32,19,0,0.4657,synthetic
SM6681,table_tennis,singles,1137.6,1774.6,3,30,22,0,0.4585,synthetic
SM6682,table_tennis,singles,1044.2,1277.4,3,30,27,0,0.7435,synthetic
SM6683,table_tennis,singles,1046.0,1733.5,3,31,16,0,0.3923,synthetic
SM6684,table_tennis,singles,1135.8,1512.7,3,31,11,0,0.4783,synthetic
SM6685,table_tennis,singles,1720.8,1107.6,4,37,35,0,0.5489,synthetic
SM6686,table_tennis,singles,1409.8,1388.1,5,44,45,1,1.0,synthetic
SM6687,table_tennis,singles,1064.9,1356.1,3,32,23,0,0.6604,synthetic
SM6688,table_tennis,singles,926.3,953.4,5,48,39,0,0.9406,synthetic
SM6689,table_tennis,singles,1487.7,1096.6,3,32,24,0,0.6021,synthetic
SM6690,table_tennis,singles,1723.9,1224.5,3,32,20,0,0.4948,synthetic
SM6691,table_tennis,singles,1473.2,1352.2,5,49,44,0,0.8978,synthetic
SM6692,table_tennis,singles,1617.7,1751.6,3,31,20,0,0.7445,synthetic
SM6693,table_tennis,singles,933.0,1018.9,4,41,36,0,0.8768,synthetic
SM6694,table_tennis,singles,1114.1,1209.7,3,32,23,0,0.7908,synthetic
SM6695,table_tennis,singles,1912.7,1009.0,3,30,21,0,0.4494,synthetic
SM6696,table_tennis,singles,1773.6,1217.2,3,30,19,0,0.4593,synthetic
SM6697,table_tennis,singles,1402.3,1301.4,4,40,27,0,0.8151,synthetic
SM6698,table_tennis,singles,1697.9,1748.7,4,36,28,0,0.8761,synthetic
SM6699,table_tennis,singles,2091.7,1693.6,3,34,19,0,0.5414,synthetic
SM6700,table_tennis,singles,1441.5,1305.0,4,38,36,0,0.8582,synthetic
SM6701,table_tennis,singles,1805.2,1091.6,3,32,23,0,0.4545,synthetic
SM6702,table_tennis,singles,1118.9,1010.3,5,42,49,0,0.8968,synthetic
SM6703,table_tennis,singles,1717.5,991.6,4,41,36,0,0.534,synthetic
SM6704,table_tennis,singles,1894.4,1241.9,3,31,26,0,0.4849,synthetic
SM6705,table_tennis,singles,1024.1,1894.4,3,30,22,0,0.4585,synthetic
SM6706,table_tennis,singles,1022.5,1036.2,5,48,44,0,0.9735,synthetic
SM6707,table_tennis,singles,1104.5,1541.7,3,33,19,0,0.5208,synthetic
SM6708,table_tennis,singles,891.0,1570.2,4,37,24,0,0.4748,synthetic
SM6709,table_tennis,singles,1472.1,1274.6,4,42,38,1,0.8583,synthetic
SM6710,table_tennis,singles,1303.9,1480.6,3,33,21,0,0.7133,synthetic
SM6711,table_tennis,singles,1421.1,1157.9,4,42,29,0,0.7113,synthetic
SM6712,table_tennis,singles,1096.9,1236.4,4,39,35,0,0.8454,synthetic
SM6713,table_tennis,singles,1743.1,1079.6,3,31,16,0,0.3923,synthetic
SM6714,table_tennis,singles,980.3,1648.4,4,37,23,0,0.4667,synthetic
SM6715,table_tennis,singles,1674.7,1683.2,4,44,41,1,0.9902,synthetic
SM6716,table_tennis,singles,1457.9,1415.7,5,45,39,1,0.9933,synthetic
SM6717,table_tennis,singles,1370.6,980.4,3,30,20,0,0.5799,synthetic
SM6718,table_tennis,singles,1202.0,1213.8,4,37,32,1,0.9731,synthetic
SM6719,table_tennis,singles,1551.0,1456.6,5,52,45,0,0.9082,synthetic
SM6720,table_tennis,singles,1051.9,1632.0,3,30,18,0,0.4333,synthetic
SM6721,table_tennis,singles,945.7,949.7,3,32,20,1,0.875,synthetic
SM6722,table_tennis,singles,972.8,1826.0,3,30,14,0,0.3745,synthetic
SM6723,table_tennis,singles,1169.6,1477.3,4,42,25,0,0.6534,synthetic
SM6724,table_tennis,singles,1684.8,1446.6,5,43,33,0,0.7886,synthetic
SM6725,table_tennis,singles,1137.6,1015.2,5,48,43,0,0.8964,synthetic
SM6726,table_tennis,singles,1361.4,1778.7,3,29,24,0,0.6041,synthetic
SM6727,table_tennis,singles,992.1,1360.9,3,31,19,0,0.5781,synthetic
SM6728,table_tennis,singles,1129.8,1252.9,5,47,40,0,0.8857,synthetic
SM6729,table_tennis,singles,1139.0,957.0,4,35,29,1,0.8512,synthetic
SM6730,table_tennis,singles,1540.0,1050.9,3,31,24,0,0.543,synthetic
SM6731,table_tennis,singles,1141.6,1398.6,3,30,14,1,0.6532,synthetic
SM6732,table_tennis,singles,1079.7,1747.0,3,30,14,0,0.3745,synthetic
SM6733,table_tennis,singles,1592.9,1480.9,4,36,33,0,0.8679,synthetic
SM6734,table_tennis,singles,1131.0,1441.0,3,32,11,0,0.518,synthetic
SM6735,table_tennis,singles,1287.6,1033.7,3,33,24,0,0.6876,synthetic
SM6736,table_tennis,singles,1337.1,1665.1,4,37,34,0,0.7244,synthetic
SM6737,table_tennis,singles,1590.8,1814.2,3,32,24,0,0.7139,synthetic
SM6738,table_tennis,singles,1364.8,1277.4,3,31,17,0,0.7451,synthetic
SM6739,table_tennis,singles,1232.3,1223.8,5,44,50,1,1.0,synthetic
SM6740,table_tennis,singles,1380.9,800.0,3,32,13,0,0.3638,synthetic
SM6741,table_tennis,singles,1833.5,1368.7,3,32,19,0,0.5082,synthetic
SM6742,table_tennis,singles,957.6,1135.9,3,31,18,0,0.695,synthetic
SM6743,table_tennis,singles,1587.4,1925.0,3,31,21,0,0.618,synthetic
SM6744,table_tennis,singles,1697.4,1581.7,4,35,31,0,0.8586,synthetic
SM6745,table_tennis,singles,1049.2,1071.6,3,30,21,0,0.8345,synthetic
SM6746,table_tennis,singles,844.0,1223.1,4,37,26,0,0.6374,synthetic
SM6747,table_tennis,singles,1211.9,1600.6,4,43,34,0,0.6541,synthetic
SM6748,table_tennis,singles,1220.0,1199.4,3,31,20,0,0.82,synthetic
SM6749,table_tennis,singles,1753.5,1376.2,4,42,26,0,0.6143,synthetic
SM6750,table_tennis,singles,1438.8,1096.9,3,30,16,0,0.5703,synthetic
SM6751,table_tennis,singles,1062.2,1631.6,3,30,19,0,0.4506,synthetic
SM6752,table_tennis,singles,1417.7,1565.9,3,29,19,0,0.7379,synthetic
SM6753,table_tennis,singles,1300.8,1472.1,5,43,42,1,0.9311,synthetic
SM6754,table_tennis,singles,1222.2,1149.9,3,32,15,0,0.7271,synthetic
SM6755,table_tennis,singles,1308.5,1386.2,5,48,42,0,0.9215,synthetic
SM6756,table_tennis,singles,1556.4,1490.9,5,41,41,0,0.9563,synthetic
SM6757,table_tennis,singles,1739.0,1023.6,3,31,18,0,0.4139,synthetic
SM6758,table_tennis,singles,1205.4,1204.8,5,44,35,0,0.954,synthetic
SM6759,table_tennis,singles,1219.9,1500.8,3,33,16,0,0.594,synthetic
SM6760,table_tennis,singles,1665.5,1069.5,3,35,25,0,0.456,synthetic
SM6761,table_tennis,singles,1181.4,948.5,3,34,21,0,0.6702,synthetic
SM6762,table_tennis,singles,1073.9,1304.3,3,31,25,0,0.7235,synthetic
SM6763,table_tennis,singles,915.4,1487.9,3,29,17,0,0.434,synthetic
SM6764,table_tennis,singles,989.2,1395.1,4,38,36,0,0.6786,synthetic
SM6765,table_tennis,singles,1025.7,1773.6,3,33,20,0,0.4219,synthetic
SM6766,table_tennis,singles,1266.9,1465.8,4,40,36,0,0.8063,synthetic
SM6767,table_tennis,singles,1375.5,1018.8,3,32,20,0,0.5899,synthetic
SM6768,table_tennis,singles,1379.6,1678.8,3,32,20,0,0.6282,synthetic
SM6769,table_tennis,singles,1433.6,1357.1,3,31,28,1,0.8987,synthetic
SM6770,table_tennis,singles,1050.6,1117.0,5,47,44,0,0.9425,synthetic
SM6771,table_tennis,singles,1111.8,1275.7,3,30,24,0,0.7663,synthetic
SM6772,table_tennis,singles,1290.0,1087.0,3,30,24,0,0.7402,synthetic
SM6773,table_tennis,singles,1442.8,1111.4,3,30,19,0,0.6093,synthetic
SM6774,table_tennis,singles,1303.6,1413.5,4,37,32,0,0.8577,synthetic
SM6775,table_tennis,singles,955.4,1054.9,4,39,37,0,0.8831,synthetic
SM6776,table_tennis,singles,1609.0,1453.0,3,30,20,1,0.786,synthetic
SM6777,table_tennis,singles,1344.8,1020.9,3,32,26,0,0.6627,synthetic
SM6778,table_tennis,singles,1394.0,1138.4,5,48,43,0,0.8076,synthetic
SM6779,table_tennis,singles,1930.0,1027.9,3,33,17,0,0.392,synthetic
SM6780,table_tennis,singles,1027.8,1649.5,3,32,15,0,0.3753,synthetic
SM6781,table_tennis,singles,1965.5,1062.2,3,31,27,0,0.4924,synthetic
SM6782,table_tennis,singles,1113.8,1170.3,3,33,27,1,0.8923,synthetic
SM6783,table_tennis,singles,1306.2,900.8,3,31,16,0,0.5221,synthetic
SM6784,table_tennis,singles,1615.9,1256.2,3,31,26,0,0.6451,synthetic
SM6785,table_tennis,singles,1254.3,1225.1,5,41,44,1,1.0,synthetic
SM6786,table_tennis,singles,2202.2,1164.5,3,31,22,0,0.4521,synthetic
SM6787,table_tennis,singles,1760.1,1285.2,3,30,15,0,0.4701,synthetic
SM6788,table_tennis,singles,1328.4,1371.7,3,31,24,0,0.8402,synthetic
SM6789,table_tennis,singles,1022.1,1457.9,4,37,33,0,0.6466,synthetic
SM6790,table_tennis,singles,1032.3,1750.4,3,32,15,0,0.3753,synthetic
SM6791,table_tennis,singles,1254.3,919.5,3,34,23,0,0.6196,synthetic
SM6792,table_tennis,singles,1763.7,1056.9,3,31,17,0,0.4033,synthetic
SM6793,table_tennis,singles,820.9,1327.5,4,38,32,1,0.638,synthetic
SM6794,table_tennis,singles,1122.8,939.6,4,44,39,0,0.8138,synthetic
SM6795,table_tennis,singles,1488.0,1037.6,4,35,27,0,0.6081,synthetic
SM6796,table_tennis,singles,1825.6,1036.8,3,32,20,0,0.4277,synthetic
SM6797,table_tennis,singles,1787.4,1313.0,3,31,21,0,0.5268,synthetic
SM6798,table_tennis,singles,1145.6,1119.0,4,40,29,0,0.8785,synthetic
SM6799,table_tennis,singles,1078.2,1537.7,4,41,22,0,0.533,synthetic
SM6800,table_tennis,singles,1015.7,1856.4,3,32,23,0,0.4545,synthetic
SM6801,table_tennis,singles,1880.2,1397.1,3,32,17,0,0.4755,synthetic
SM6802,table_tennis,singles,1005.2,1512.9,3,31,21,0,0.5046,synthetic
SM6803,table_tennis,singles,1444.4,1113.3,3,30,20,0,0.6193,synthetic
SM6804,table_tennis,singles,1282.2,949.9,3,32,25,0,0.6493,synthetic
SM6805,table_tennis,singles,1959.3,1410.2,3,31,25,0,0.5111,synthetic
SM6806,table_tennis,singles,842.5,1063.5,4,39,36,1,0.8467,synthetic
SM6807,table_tennis,singles,1096.7,1258.0,5,49,45,0,0.8754,synthetic
SM6808,table_tennis,singles,1325.8,1425.6,5,51,44,0,0.904,synthetic
SM6809,table_tennis,singles,1363.8,2202.2,3,29,20,0,0.4465,synthetic
SM6810,table_tennis,singles,1492.2,1958.2,3,30,15,0,0.476,synthetic
SM6811,table_tennis,singles,1350.8,1558.7,4,40,33,1,0.833,synthetic
SM6812,table_tennis,singles,1132.3,1554.6,4,43,37,0,0.6485,synthetic
SM6813,table_tennis,singles,1174.9,1173.0,5,51,39,0,0.9454,synthetic
SM6814,table_tennis,singles,996.6,1308.5,3,32,21,0,0.629,synthetic
SM6815,table_tennis,singles,1502.7,1126.9,5,45,42,0,0.7357,synthetic
SM6816,table_tennis,singles,1098.5,1463.7,4,36,32,0,0.693,synthetic
SM6817,table_tennis,singles,1347.2,1265.5,4,32,31,0,0.8992,synthetic
SM6818,table_tennis,singles,1448.1,1643.3,4,41,32,0,0.7806,synthetic
SM6819,table_tennis,singles,1474.4,935.5,4,39,24,0,0.5055,synthetic
SM6820,table_tennis,singles,1171.6,844.0,3,31,17,0,0.5849,synthetic
SM6821,table_tennis,singles,1186.4,1687.8,3,33,28,0,0.5529,synthetic
SM6822,table_tennis,singles,1322.9,1647.3,4,40,26,0,0.6589,synthetic
SM6823,table_tennis,singles,1082.5,1279.7,3,31,12,0,0.6118,synthetic
SM6824,table_tennis,singles,2023.4,1540.6,3,30,19,0,0.5083,synthetic
SM6825,table_tennis,singles,1869.8,1238.3,3,30,24,0,0.4756,synthetic
SM6826,table_tennis,singles,1325.5,1492.0,4,41,29,0,0.7804,synthetic
SM6827,table_tennis,singles,1128.8,2050.2,3,29,16,0,0.4044,synthetic
SM6828,table_tennis,singles,1492.7,1621.8,5,44,43,0,0.9093,synthetic
SM6829,table_tennis,singles,1281.2,1404.3,5,45,45,1,0.9679,synthetic
SM6830,table_tennis,singles,1371.9,1170.2,3,30,20,0,0.7055,synthetic
SM6831,table_tennis,singles,2123.1,1317.5,3,32,13,0,0.3511,synthetic
SM6832,table_tennis,singles,1281.8,1713.6,3,29,11,0,0.4521,synthetic
SM6833,table_tennis,singles,1938.2,1677.2,5,45,43,0,0.8169,synthetic
SM6834,table_tennis,singles,1384.9,1901.5,3,33,16,0,0.4368,synthetic
SM6835,table_tennis,singles,1158.4,1093.7,4,41,30,0,0.8549,synthetic
SM6836,table_tennis,singles,1241.2,924.4,3,29,18,0,0.6152,synthetic
SM6837,table_tennis,singles,912.5,1106.5,5,47,48,0,0.8665,synthetic
SM6838,table_tennis,singles,1366.6,1693.8,3,34,20,0,0.5982,synthetic
SM6839,table_tennis,singles,1516.2,999.0,3,34,19,0,0.462,synthetic
SM6840,table_tennis,singles,1337.1,1412.0,5,49,41,1,0.9645,synthetic
SM6841,table_tennis,singles,1492.5,1935.7,3,30,16,0,0.5028,synthetic
SM6842,table_tennis,singles,1503.4,1228.7,4,39,29,0,0.718,synthetic
SM6843,table_tennis,singles,1245.8,1243.5,4,38,31,1,0.9679,synthetic
SM6844,table_tennis,singles,1536.0,1091.6,4,38,23,0,0.5654,synthetic
SM6845,table_tennis,singles,1974.3,1407.5,3,30,26,0,0.5136,synthetic
SM6846,table_tennis,singles,861.4,1349.5,4,39,36,0,0.6186,synthetic
SM6847,table_tennis,singles,1077.1,1054.5,5,43,38,0,0.9602,synthetic
SM6848,table_tennis,singles,1479.3,1244.5,3,31,27,0,0.7359,synthetic
SM6849,table_tennis,singles,1459.0,1204.5,3,31,24,0,0.6994,synthetic
SM6850,table_tennis,singles,1464.0,1543.1,5,49,44,1,0.9758,synthetic
SM6851,table_tennis,singles,1314.3,1286.3,4,41,35,0,0.9098,synthetic
SM6852,table_tennis,singles,1164.2,859.8,3,32,14,0,0.5605,synthetic
SM6853,table_tennis,singles,1089.0,1821.2,3,30,19,0,0.4302,synthetic
SM6854,table_tennis,singles,1400.9,1259.7,3,30,13,0,0.6677,synthetic
SM6855,table_tennis,singles,2154.6,1464.3,4,38,26,0,0.485,synthetic
SM6856,table_tennis,singles,971.3,2026.4,4,34,29,0,0.5283,synthetic
SM6857,table_tennis,singles,1430.6,2256.2,3,33,21,0,0.4311,synthetic
SM6858,table_tennis,singles,1246.9,1403.8,5,51,40,0,0.847,synthetic
SM6859,table_tennis,singles,955.4,1356.9,3,35,19,0,0.5338,synthetic
SM6860,table_tennis,singles,1465.0,1058.0,3,29,19,0,0.5653,synthetic
SM6861,table_tennis,singles,1289.6,952.1,4,40,23,0,0.6271,synthetic
SM6862,table_tennis,singles,1643.5,1105.3,3,30,12,0,0.3898,synthetic
SM6863,table_tennis,singles,1492.7,1068.3,3,29,21,0,0.5731,synthetic
SM6864,table_tennis,singles,1319.5,1303.0,3,32,21,1,0.876,synthetic
SM6865,table_tennis,singles,882.7,1075.7,3,30,25,0,0.755,synthetic
SM6866,table_tennis,singles,1824.1,1099.2,3,33,23,0,0.4486,synthetic
SM6867,table_tennis,singles,1297.7,1262.6,4,39,34,1,0.9592,synthetic
SM6868,table_tennis,singles,1054.3,1547.2,3,31,25,0,0.5485,synthetic
SM6869,table_tennis,singles,1056.9,1225.1,4,33,25,0,0.7927,synthetic
SM6870,table_tennis,singles,1084.2,1174.5,4,32,35,1,0.9319,synthetic
SM6871,table_tennis,singles,1288.3,1255.5,3,31,21,1,0.8712,synthetic
SM6872,table_tennis,singles,1556.5,1463.7,3,32,25,1,0.859,synthetic
SM6873,table_tennis,singles,1482.5,1503.2,3,31,24,1,0.9053,synthetic
SM6874,table_tennis,singles,1428.0,1279.5,3,30,26,0,0.7924,synthetic
SM6875,table_tennis,singles,1546.4,1008.1,3,32,23,0,0.4957,synthetic
SM6876,table_tennis,singles,1022.3,1262.8,4,42,29,0,0.7264,synthetic
SM6877,table_tennis,singles,1236.7,1596.2,3,28,17,0,0.5826,synthetic
SM6878,table_tennis,singles,1090.0,1239.2,3,31,20,0,0.7343,synthetic
SM6879,table_tennis,singles,1160.0,1452.2,3,32,28,0,0.6985,synthetic
SM6880,table_tennis,singles,1102.1,1012.0,3,33,21,0,0.771,synthetic
SM6881,table_tennis,singles,1123.8,1127.4,5,41,48,1,1.0,synthetic
SM6882,table_tennis,singles,1022.1,1813.5,3,32,20,0,0.4277,synthetic
SM6883,table_tennis,singles,1396.5,1370.1,3,34,22,0,0.8167,synthetic
SM6884,table_tennis,singles,1285.5,1391.5,3,34,24,0,0.7804,synthetic
SM6885,table_tennis,singles,1224.3,1329.3,4,39,31,0,0.8443,synthetic
SM6886,table_tennis,singles,1536.9,1055.7,3,32,20,0,0.5069,synthetic
SM6887,table_tennis,singles,868.2,1176.7,4,38,27,0,0.6866,synthetic
SM6888,table_tennis,singles,1344.1,1254.7,5,47,40,1,0.9582,synthetic
SM6889,table_tennis,singles,1169.0,1532.2,3,34,21,0,0.5833,synthetic
SM6890,table_tennis,singles,1771.3,1737.4,4,33,35,1,0.9756,synthetic
SM6891,table_tennis,singles,1718.9,1397.1,3,31,18,0,0.5993,synthetic
SM6892,table_tennis,singles,1808.3,1570.3,3,32,16,0,0.628,synthetic
SM6893,table_tennis,singles,1110.2,1239.6,3,34,15,0,0.6786,synthetic
SM6894,table_tennis,singles,1592.9,1043.5,4,38,31,0,0.5532,synthetic
SM6895,table_tennis,singles,1633.7,1069.8,3,35,20,0,0.435,synthetic
SM6896,table_tennis,singles,1321.5,1227.2,4,40,33,1,0.9088,synthetic
SM6897,table_tennis,singles,2078.5,1513.0,3,32,22,0,0.4689,synthetic
SM6898,table_tennis,singles,915.4,1204.8,3,33,21,0,0.6382,synthetic
SM6899,table_tennis,singles,1460.0,1297.7,4,34,28,0,0.8131,synthetic
SM6900,table_tennis,singles,1669.2,1554.2,3,29,23,0,0.7972,synthetic
SM6901,table_tennis,singles,1284.4,1944.5,3,30,13,0,0.3619,synthetic
SM6902,table_tennis,singles,863.8,1235.4,4,40,22,0,0.5961,synthetic
SM6903,table_tennis,singles,1274.3,1563.2,3,32,17,0,0.605,synthetic
SM6904,table_tennis,singles,946.0,1080.4,4,39,39,0,0.8704,synthetic
SM6905,table_tennis,singles,1078.6,1198.6,4,36,30,0,0.8436,synthetic
SM6906,table_tennis,singles,1023.8,1297.2,3,33,23,0,0.6663,synthetic
SM6907,table_tennis,singles,1444.0,1344.8,4,41,23,0,0.7814,synthetic
SM6908,table_tennis,singles,1149.3,1037.1,3,33,25,0,0.79,synthetic
SM6909,table_tennis,singles,1094.6,1380.5,4,35,32,0,0.7515,synthetic
SM6910,table_tennis,singles,1447.1,1208.5,4,40,26,0,0.7161,synthetic
SM6911,table_tennis,singles,1517.8,1044.2,3,31,21,0,0.5273,synthetic
SM6912,table_tennis,singles,1189.4,1471.0,3,29,18,0,0.6386,synthetic
SM6913,table_tennis,singles,1781.2,1492.0,3,32,21,0,0.6442,synthetic
