match_id,sport,format,rating_diff,avg_rating_deviation,winrate_diff,activeness_diff,streak_diff,geo_score,h2h_matches,same_skill_category,wait_time_seconds,match_quality_score
SM2944,badminton,singles,451.5,211.5,0.1879,0.0902,1,1.0,5,0,161,0.5902
SM2945,badminton,singles,518.9,209.0,0.4183,0.1153,4,1.0,0,0,261,0.5318
SM2946,badminton,singles,66.8,205.8,0.1612,0.3341,2,1.0,5,1,26,0.8239
SM2947,badminton,singles,30.7,229.6,0.1262,0.1398,2,1.0,1,1,9,1.0
SM2948,badminton,singles,212.0,243.2,0.2821,0.3224,1,1.0,1,0,209,0.8687
SM2949,badminton,singles,397.0,248.4,0.1123,0.3135,2,1.0,0,0,28,0.5729
SM2950,badminton,singles,534.1,259.4,0.2397,0.0259,2,1.0,2,0,147,0.4884
SM2951,badminton,singles,124.3,204.4,0.3087,0.1215,2,0.5,3,1,346,0.7459
SM2952,badminton,singles,397.5,228.5,0.3323,0.2285,3,0.5,1,1,13,0.6017
SM2953,badminton,singles,40.6,119.6,0.0151,0.0513,3,1.0,1,1,438,0.8093
SM2954,badminton,singles,197.1,196.4,0.0184,0.0634,3,0.5,0,1,18,0.6813
SM2955,badminton,singles,572.8,198.1,0.5277,0.0776,2,0.5,0,0,338,0.5082
SM2956,badminton,singles,898.2,229.0,0.4149,0.0276,1,0.5,5,0,2,0.5846
SM2957,badminton,singles,104.0,229.6,0.0835,0.0851,1,1.0,0,0,188,0.802
SM2958,badminton,singles,8.5,231.2,0.0887,0.6791,3,0.8,1,1,314,0.9515
SM2959,badminton,singles,37.1,284.4,0.0,0.1973,4,1.0,5,1,363,0.9605
SM2960,badminton,singles,90.5,241.8,0.2292,0.2306,4,0.2,0,0,212,0.9077
SM2961,badminton,singles,670.6,194.8,0.4131,0.0234,0,0.2,0,0,6,0.4731
SM2962,badminton,singles,122.4,262.8,0.0491,0.0134,3,1.0,2,1,4,0.9111
SM2963,badminton,singles,751.5,179.1,0.4551,0.2267,4,0.5,1,0,8,0.5
SM2964,badminton,singles,460.8,255.7,0.2652,0.0374,3,1.0,3,0,94,0.5898
SM2965,badminton,singles,81.3,183.2,0.1208,0.0639,1,0.8,2,1,41,0.9271
SM2966,badminton,singles,622.0,206.5,0.4579,0.1637,7,1.0,0,0,279,0.6
SM2967,badminton,singles,14.2,235.7,0.0765,0.3556,2,1.0,0,1,27,0.9767
SM2968,badminton,singles,474.9,275.9,0.3442,0.1222,4,1.0,3,0,194,0.5482
SM2969,badminton,singles,328.4,248.2,0.3799,0.2521,0,1.0,0,0,40,0.7773
SM2970,badminton,singles,55.4,245.0,0.056,0.3275,2,0.8,1,1,21,0.9695
SM2971,badminton,singles,152.7,182.9,0.1188,0.1281,4,0.8,3,1,94,0.742
SM2972,badminton,singles,368.5,217.8,0.2787,0.0551,1,0.8,1,1,339,0.6432
SM2973,badminton,singles,17.7,255.1,0.0219,0.1928,4,1.0,0,0,166,0.9765
SM2974,badminton,singles,411.1,226.6,0.3157,0.3389,1,0.2,3,0,94,0.5607
SM2975,badminton,singles,266.5,171.8,0.2468,0.2561,2,0.2,0,0,40,0.8609
SM2976,badminton,singles,467.6,122.0,0.422,0.2016,0,0.8,0,0,435,0.5709
SM2977,badminton,singles,565.4,179.1,0.3229,0.2581,1,0.8,2,0,5,0.4832
SM2978,badminton,singles,655.7,200.2,0.5605,0.2542,3,1.0,1,0,271,0.5185
SM2979,badminton,singles,747.5,248.6,0.6381,0.1563,0,0.8,0,0,21,0.4714
SM2980,badminton,singles,24.4,215.6,0.1584,0.3161,4,1.0,0,1,83,0.876
SM2981,badminton,singles,481.3,239.6,0.2956,0.1599,2,1.0,3,0,130,0.6372
SM2982,badminton,singles,312.7,208.6,0.2048,0.4088,1,0.8,2,1,3,0.7044
SM2983,badminton,singles,13.6,207.0,0.0687,0.6181,1,0.8,0,0,298,0.9087
SM2984,badminton,singles,783.7,242.4,0.5564,0.0569,2,0.5,1,0,251,0.4
SM2985,badminton,singles,87.9,201.2,0.0737,0.0183,7,1.0,0,1,111,0.8062
SM2986,badminton,singles,67.8,252.4,0.2007,0.0572,4,0.8,2,0,150,0.8781
SM2987,badminton,singles,228.8,125.0,0.4975,0.4789,8,1.0,0,1,66,0.7032
SM2988,badminton,singles,135.7,254.4,0.1073,0.6288,0,0.8,0,1,84,0.8155
SM2989,badminton,singles,167.8,293.2,0.1896,0.0549,0,1.0,0,1,132,0.8845
SM2990,badminton,singles,626.1,199.0,0.503,0.2646,3,1.0,0,0,37,0.4778
SM2991,badminton,singles,424.6,130.8,0.2848,0.2726,4,0.5,0,0,60,0.579
SM2992,badminton,singles,373.0,210.4,0.2121,0.0814,4,0.2,2,0,58,0.7105
SM2993,badminton,singles,49.3,152.6,0.0018,0.0384,4,0.2,3,1,151,0.9864
SM2994,badminton,singles,214.1,265.9,0.1516,0.2578,4,0.8,0,0,161,0.7533
SM2995,badminton,singles,316.5,235.0,0.2587,0.029,2,0.5,0,1,88,0.6813
SM2996,badminton,singles,258.1,205.4,0.1074,0.1013,2,1.0,0,0,79,0.7372
SM2997,badminton,singles,357.0,271.8,0.2615,0.2306,3,1.0,0,0,62,0.7881
SM2998,badminton,singles,163.8,232.4,0.026,0.126,0,0.5,0,1,47,0.8455
SM2999,badminton,singles,69.3,264.0,0.0436,0.0696,9,0.5,1,1,17,0.9187
SM3000,badminton,singles,24.8,248.6,0.1041,0.5225,2,0.5,1,1,290,1.0
SM3001,badminton,singles,413.9,283.0,0.1609,0.2356,4,1.0,3,0,180,0.5862
SM3002,badminton,singles,256.4,195.4,0.357,0.2176,4,0.8,0,1,134,0.7978
SM3003,badminton,singles,3.6,181.1,0.0255,0.6876,6,1.0,0,1,124,0.9902
SM3004,badminton,singles,608.7,234.0,0.5178,0.151,2,0.8,2,0,7,0.4606
SM3005,badminton,singles,1263.5,151.9,0.6124,0.0196,2,0.8,2,0,90,0.4928
SM3006,badminton,singles,479.1,224.6,0.278,0.22,1,1.0,3,0,30,0.6707
SM3007,badminton,singles,218.4,208.8,0.1446,0.0268,2,0.5,1,1,47,0.7165
SM3008,badminton,singles,1129.2,198.8,0.8049,0.6004,5,1.0,5,0,162,0.596
SM3009,badminton,singles,904.3,200.8,0.3195,0.604,1,1.0,1,0,76,0.4731
SM3010,badminton,singles,164.3,218.2,0.1606,0.173,0,0.8,0,0,86,0.7552
SM3011,badminton,singles,3.0,160.4,0.0156,0.0097,1,0.5,0,1,287,0.893
SM3012,badminton,singles,341.8,240.4,0.3531,0.1101,0,1.0,0,0,130,0.5843
SM3013,badminton,singles,536.6,222.6,0.137,0.0789,1,0.8,1,0,43,0.4911
SM3014,badminton,singles,742.6,217.6,0.3022,0.22,3,0.2,3,0,30,0.5074
SM3015,badminton,singles,396.3,160.8,0.2399,0.0439,5,0.8,2,0,68,0.7147
SM3016,badminton,singles,89.3,252.1,0.0892,0.6089,1,1.0,0,0,39,0.7815
SM3017,badminton,singles,511.4,196.0,0.3695,0.3586,2,0.5,0,0,153,0.5076
SM3018,badminton,singles,117.3,139.2,0.0181,0.3349,3,0.5,2,0,70,0.9241
SM3019,badminton,singles,227.8,214.6,0.1186,0.1865,0,0.8,2,0,371,0.8412
SM3020,badminton,singles,228.2,276.8,0.1368,0.0455,8,0.8,0,0,216,0.6712
SM3021,badminton,singles,909.8,113.2,0.5797,0.2562,1,0.5,0,0,91,0.4583
SM3022,badminton,singles,739.1,253.8,0.4004,0.0339,1,0.5,0,0,112,0.4333
SM3023,badminton,singles,406.6,143.0,0.2312,0.0352,3,1.0,2,0,37,0.5564
SM3024,badminton,singles,34.8,221.2,0.0019,0.0497,8,0.5,0,0,129,0.8848
SM3025,badminton,singles,344.2,253.4,0.1885,0.7446,0,0.5,2,0,70,0.6618
SM3026,badminton,singles,234.1,160.4,0.2869,0.4336,3,0.2,2,0,403,0.8187
SM3027,badminton,singles,261.4,237.6,0.2931,0.4834,2,0.5,1,0,7,0.8187
SM3028,badminton,singles,359.5,226.6,0.246,0.5202,2,0.8,0,1,11,0.5967
SM3029,badminton,singles,208.1,244.4,0.3888,0.2261,1,1.0,2,1,63,0.7502
SM3030,badminton,singles,95.9,314.2,0.169,0.0511,1,0.8,3,0,237,0.9785
SM3031,badminton,singles,500.5,246.0,0.4185,0.2702,3,1.0,0,0,37,0.4951
SM3032,badminton,singles,273.5,241.5,0.1832,0.1369,2,0.8,0,1,98,0.6904
SM3033,badminton,singles,88.5,301.2,0.0821,0.213,12,0.8,0,1,788,0.8263
SM3034,badminton,singles,497.1,127.6,0.301,0.1407,4,1.0,0,0,45,0.505
SM3035,badminton,singles,280.1,156.9,0.0814,0.2805,3,0.5,1,0,92,0.6552
SM3036,badminton,singles,22.2,200.4,0.0924,0.0124,4,0.8,0,1,292,0.8566
SM3037,badminton,singles,67.6,202.4,0.2416,0.1174,4,0.5,3,1,5,0.9581
SM3038,badminton,singles,337.4,163.7,0.037,0.1052,7,1.0,0,1,49,0.6928
SM3039,badminton,singles,190.9,242.9,0.2691,0.4281,3,1.0,0,0,10,0.7807
SM3040,badminton,singles,204.5,216.5,0.0574,0.0386,4,0.8,0,0,396,0.8393
SM3041,badminton,singles,367.5,172.0,0.2525,0.0486,0,0.5,0,0,14,0.6156
SM3042,badminton,singles,647.8,251.6,0.4342,0.2473,2,0.8,1,0,124,0.4826
SM3043,badminton,singles,86.4,230.0,0.1209,0.6577,0,0.8,3,0,159,0.8491
SM3044,badminton,singles,368.2,230.2,0.4259,0.467,2,0.2,0,0,110,0.6276
SM3045,badminton,singles,335.7,200.6,0.2006,0.4297,2,0.8,2,1,17,0.8068
SM3046,badminton,singles,276.9,196.6,0.1383,0.2433,1,1.0,0,1,75,0.6802
SM3047,badminton,singles,387.4,90.9,0.4489,0.0932,5,0.5,0,0,265,0.5951
SM3048,badminton,singles,29.8,202.9,0.0472,0.1441,3,0.8,0,1,137,1.0
SM3049,badminton,singles,651.9,247.6,0.1219,0.2442,6,0.5,2,0,3,0.4826
SM3050,badminton,singles,436.0,152.6,0.3151,0.0768,0,1.0,0,0,18,0.5605
SM3051,badminton,singles,419.8,201.4,0.1024,0.091,1,0.8,1,0,102,0.5489
SM3052,badminton,singles,341.9,238.7,0.1795,0.0429,4,1.0,2,0,99,0.6368
SM3053,badminton,singles,706.7,194.9,0.3483,0.4186,5,0.8,0,0,14,0.4863
SM3054,badminton,singles,679.9,277.4,0.2409,0.4123,4,1.0,1,0,82,0.4778
SM3055,badminton,singles,79.3,248.7,0.1053,0.1669,6,0.8,0,0,77,0.8156
SM3056,badminton,singles,302.2,194.7,0.16,0.1506,4,0.8,0,1,204,0.647
SM3057,badminton,singles,388.4,215.0,0.2256,0.1147,3,0.2,1,0,640,0.6444
SM3058,badminton,singles,496.0,196.6,0.247,0.1878,1,0.5,0,0,93,0.5057
SM3059,badminton,singles,343.5,193.1,0.1414,0.5766,4,0.8,1,0,75,0.7185
SM3060,badminton,singles,732.3,160.7,0.5937,0.0034,3,1.0,0,0,225,0.4793
SM3061,badminton,singles,1010.3,150.2,0.6011,0.221,2,1.0,0,0,13,0.4127
SM3062,badminton,singles,234.0,307.9,0.2089,0.2541,3,0.8,0,1,63,0.702
SM3063,badminton,singles,665.2,203.7,0.2222,0.3028,6,1.0,0,0,65,0.484
SM3064,badminton,singles,381.0,177.4,0.2208,0.2648,5,0.8,2,1,128,0.6286
SM3065,badminton,singles,623.1,153.4,0.2985,0.5927,5,0.5,2,0,60,0.4488
SM3066,badminton,singles,537.9,145.7,0.3565,0.2406,1,0.5,1,0,81,0.4899
SM3067,badminton,singles,35.0,169.6,0.0507,0.0647,0,0.5,2,1,93,0.9492
SM3068,badminton,singles,179.8,185.9,0.0262,0.0522,0,0.5,2,0,487,0.9156
SM3069,badminton,singles,249.3,193.2,0.221,0.1713,4,0.8,1,1,68,0.8093
SM3070,badminton,singles,294.8,210.2,0.2483,0.3269,2,0.8,1,0,75,0.6656
SM3071,badminton,singles,59.0,279.0,0.1234,0.672,4,0.8,0,1,5,0.8616
SM3072,badminton,singles,848.7,225.0,0.6294,0.3318,1,0.2,1,0,81,0.4392
SM3073,badminton,singles,611.3,207.0,0.2512,0.2907,3,1.0,0,0,368,0.5009
SM3074,badminton,singles,519.6,167.2,0.5631,0.4433,2,0.8,3,0,98,0.4869
SM3075,badminton,singles,561.2,217.8,0.3384,0.3322,0,1.0,0,0,68,0.5387
SM3076,badminton,singles,48.0,311.6,0.0467,0.0799,19,1.0,0,1,266,0.852
SM3077,badminton,singles,682.4,158.2,0.2682,0.1884,3,0.8,5,0,115,0.4606
SM3078,badminton,singles,361.1,215.3,0.264,0.1283,4,1.0,0,0,179,0.6482
SM3079,badminton,singles,547.8,233.4,0.3319,0.275,3,0.2,0,0,60,0.5348
SM3080,badminton,singles,619.0,209.6,0.4041,0.3513,1,1.0,2,0,248,0.4912
SM3081,badminton,singles,196.6,257.0,0.0407,0.0371,4,1.0,2,0,46,0.7053
SM3082,badminton,singles,63.4,239.6,0.1324,0.1969,6,0.8,0,0,43,0.8651
SM3083,badminton,singles,212.4,126.3,0.2604,0.2324,3,0.8,0,1,30,0.6748
SM3084,badminton,singles,414.8,140.8,0.1405,0.2014,4,0.8,1,0,104,0.5948
SM3085,badminton,singles,298.0,234.8,0.194,0.2922,2,1.0,2,1,57,0.6963
SM3086,badminton,singles,537.1,208.0,0.2409,0.3233,0,1.0,0,0,3,0.5086
SM3087,badminton,singles,476.6,198.1,0.4353,0.3632,3,0.2,0,0,6,0.4737
SM3088,badminton,singles,382.1,172.6,0.1772,0.2795,3,0.2,0,1,220,0.5986
SM3089,badminton,singles,497.8,197.6,0.4108,0.435,4,1.0,1,0,233,0.5535
SM3090,badminton,singles,539.1,271.4,0.2194,0.178,3,1.0,1,0,33,0.5591
SM3091,badminton,singles,933.3,204.4,0.5379,0.205,9,0.8,1,0,100,0.4533
SM3092,badminton,singles,207.2,158.6,0.2087,0.0999,1,0.5,2,1,28,0.6952
SM3093,badminton,singles,609.2,235.2,0.3188,0.6418,2,1.0,0,0,30,0.5026
SM3094,badminton,singles,355.3,158.7,0.168,0.0175,4,1.0,0,0,40,0.6409
SM3095,badminton,singles,452.6,112.2,0.324,0.227,2,1.0,3,0,194,0.6945
SM3096,badminton,singles,356.3,217.3,0.0217,0.2823,0,0.5,0,0,266,0.6088
SM3097,badminton,singles,405.1,255.1,0.2637,0.2149,1,0.8,0,0,58,0.6222
SM3098,badminton,singles,404.0,132.1,0.221,0.1185,1,0.8,2,0,59,0.5934
SM3099,badminton,singles,226.8,192.2,0.1929,0.1437,1,0.8,1,1,125,0.6952
SM3100,badminton,singles,562.3,216.8,0.3767,0.5584,0,0.2,1,1,72,0.5029
SM3101,badminton,singles,381.6,183.4,0.1952,0.2974,0,0.8,0,0,143,0.6296
SM3102,badminton,singles,549.4,204.4,0.5646,0.17,1,0.8,0,0,602,0.5355
SM3103,badminton,singles,820.8,176.7,0.5449,0.2399,2,1.0,0,0,8,0.4714
SM3104,badminton,singles,243.4,230.4,0.2908,0.0968,1,0.5,3,0,80,0.6841
SM3105,badminton,singles,356.2,241.0,0.3947,0.0233,1,1.0,0,0,171,0.5834
SM3106,badminton,singles,652.1,152.4,0.2605,0.0514,4,0.5,0,0,55,0.5009
SM3107,badminton,singles,263.6,247.8,0.0812,0.1397,2,0.8,5,0,21,0.6973
SM3108,badminton,singles,12.1,198.6,0.1144,0.1087,0,0.2,1,1,123,0.9885
SM3109,badminton,singles,61.5,262.2,0.1661,0.2912,0,0.2,0,0,226,0.8779
SM3110,badminton,singles,95.7,219.4,0.0293,0.4052,3,1.0,0,1,303,0.888
SM3111,badminton,singles,112.7,169.7,0.0045,0.2195,2,0.8,2,1,66,0.7612
SM3112,badminton,singles,263.6,221.4,0.3225,0.3535,0,0.5,0,0,57,0.796
SM3113,badminton,singles,899.6,245.3,0.3571,0.0346,4,0.5,1,0,235,0.5074
SM3114,badminton,singles,282.4,245.4,0.0444,0.0314,2,0.8,0,0,109,0.7143
SM3115,badminton,singles,99.4,282.5,0.1127,0.15,0,0.2,1,0,334,0.8191
SM3116,badminton,singles,152.7,280.2,0.0905,0.1647,4,1.0,0,1,23,0.7982
SM3117,badminton,singles,601.6,280.6,0.3955,0.4035,1,1.0,5,0,2,0.4164
SM3118,badminton,singles,103.7,210.1,0.04,0.5572,2,1.0,2,0,11,0.761
SM3119,badminton,singles,26.6,123.2,0.08,0.1667,1,0.8,0,0,52,0.9389
SM3120,badminton,singles,713.8,148.9,0.3317,0.0743,2,1.0,1,0,128,0.4392
SM3121,badminton,singles,382.0,159.0,0.409,0.2686,8,0.8,1,0,89,0.613
SM3122,badminton,singles,174.3,183.1,0.0496,0.547,1,1.0,0,0,74,0.8658
SM3123,badminton,singles,347.8,189.4,0.3555,0.0456,2,0.5,0,1,41,0.6045
SM3124,badminton,singles,6.0,160.6,0.121,0.0357,2,1.0,0,0,239,0.8691
SM3125,badminton,singles,724.5,154.6,0.5938,0.2641,8,0.5,0,0,237,0.451
SM3126,badminton,singles,938.3,170.5,0.6347,0.1906,2,0.8,1,0,102,0.4364
SM3127,badminton,singles,415.6,189.8,0.2206,0.2438,3,0.8,0,0,120,0.5428
SM3128,badminton,singles,11.4,192.4,0.0854,0.4567,0,1.0,5,1,30,0.9442
SM3129,badminton,singles,200.9,97.1,0.3309,0.002,0,0.8,0,1,10,0.763
SM3130,badminton,singles,422.4,148.0,0.4536,0.1807,4,0.2,1,1,10,0.5717
SM3131,badminton,singles,111.2,189.2,0.0077,0.0278,3,1.0,1,1,84,0.7886
SM3132,badminton,singles,1001.8,197.3,0.6604,0.146,0,1.0,0,0,4,0.4464
SM3133,badminton,singles,60.5,130.4,0.0568,0.1114,3,0.2,0,1,46,0.9386
SM3134,badminton,singles,199.6,165.6,0.2677,0.2819,3,0.8,1,1,313,0.7383
SM3135,badminton,singles,65.5,299.2,0.0,0.0216,0,0.5,1,0,56,0.9918
SM3136,badminton,singles,495.4,176.6,0.4327,0.2213,2,0.5,0,0,68,0.6663
SM3137,badminton,singles,793.3,204.8,0.2865,0.1113,2,0.5,5,0,27,0.4488
SM3138,badminton,singles,753.4,172.9,0.2251,0.6689,0,0.2,0,0,10,0.4648
SM3139,badminton,singles,42.7,209.2,0.1721,0.0103,2,1.0,2,1,46,0.8665
SM3140,badminton,singles,241.9,230.8,0.1528,0.1954,4,1.0,1,0,52,0.8085
SM3141,badminton,singles,1107.5,187.8,0.5631,0.3149,0,0.8,0,0,35,0.5117
SM3142,badminton,singles,245.4,218.8,0.1846,0.0225,3,0.8,3,0,200,0.7078
SM3143,badminton,singles,253.6,188.2,0.239,0.2907,2,0.2,1,0,17,0.8691
SM3144,badminton,singles,633.1,273.0,0.294,0.334,1,1.0,0,0,158,0.4912
SM3145,badminton,singles,149.6,246.6,0.2703,0.0123,0,0.8,2,0,37,0.7865
SM3146,badminton,singles,566.7,182.2,0.3723,0.6687,4,0.8,0,0,33,0.4878
SM3147,badminton,singles,205.7,247.2,0.1585,0.4015,5,0.8,3,0,47,0.6962
SM3148,badminton,singles,727.0,175.2,0.4137,0.0382,6,0.2,0,0,47,0.4912
SM3149,badminton,singles,317.8,219.2,0.1002,0.2531,2,0.5,1,1,23,0.6319
SM3150,badminton,singles,468.0,167.8,0.3629,0.5692,2,0.8,1,0,3,0.5501
SM3151,badminton,singles,421.9,257.6,0.2429,0.2057,3,1.0,1,0,260,0.6304
SM3152,badminton,singles,28.7,252.6,0.0488,0.0775,7,1.0,2,1,150,0.9278
SM3153,badminton,singles,55.5,272.5,0.063,0.0426,4,0.8,2,1,46,0.8758
SM3154,badminton,singles,371.5,209.8,0.2245,0.2427,1,1.0,1,1,58,0.6335
SM3155,badminton,singles,224.0,130.8,0.0789,0.4346,1,1.0,3,1,254,0.7573
SM3156,badminton,singles,51.9,310.7,0.0585,0.3948,0,0.5,0,1,68,0.9043
SM3157,badminton,singles,1112.5,188.7,0.5659,0.415,8,0.5,1,0,98,0.5117
SM3158,badminton,singles,407.3,198.8,0.2223,0.3944,1,0.5,0,0,63,0.6518
SM3159,badminton,singles,746.7,152.4,0.5222,0.0803,8,0.8,3,0,48,0.4458
SM3160,badminton,singles,569.6,183.8,0.2788,0.2122,2,1.0,2,0,27,0.485
SM3161,badminton,singles,437.1,275.2,0.3037,0.0655,2,1.0,0,0,451,0.5328
SM3162,badminton,singles,579.3,251.8,0.4324,0.1923,2,1.0,0,0,17,0.5156
SM3163,badminton,singles,225.8,228.6,0.1936,0.0119,1,0.5,3,1,161,0.705
SM3164,badminton,singles,301.8,270.5,0.1806,0.1163,3,0.8,2,0,269,0.675
SM3165,badminton,singles,5.5,261.7,0.0192,0.2651,7,1.0,3,1,196,0.921
SM3166,badminton,singles,341.4,150.1,0.1814,0.4499,9,0.8,0,0,80,0.7111
SM3167,badminton,singles,767.7,200.5,0.5182,0.2535,1,0.8,0,0,6,0.451
SM3168,badminton,singles,325.6,184.6,0.3068,0.0643,4,0.5,3,1,52,0.6385
SM3169,badminton,singles,263.4,196.0,0.0422,0.0264,1,1.0,5,1,269,0.6452
SM3170,badminton,singles,283.2,214.2,0.1874,0.1252,2,0.8,0,0,45,0.6669
SM3171,badminton,singles,198.6,172.0,0.2051,0.2398,1,0.8,5,0,69,0.7164
SM3172,badminton,singles,84.0,141.9,0.089,0.1839,0,0.8,0,1,268,0.9871
SM3173,badminton,singles,81.8,180.2,0.0213,0.0187,4,0.5,3,0,183,0.8488
SM3174,badminton,singles,711.2,157.2,0.4324,0.1229,4,0.8,0,0,50,0.5067
SM3175,badminton,singles,372.0,254.2,0.333,0.2229,2,0.2,0,0,92,0.5684
SM3176,badminton,singles,41.0,200.9,0.0711,0.1539,4,1.0,3,1,109,0.9624
SM3177,badminton,singles,476.4,212.6,0.1788,0.2217,1,0.5,0,0,11,0.5472
SM3178,badminton,singles,818.3,223.1,0.5288,0.3332,8,1.0,5,0,12,0.4853
SM3179,badminton,singles,194.3,198.0,0.2189,0.3437,4,0.8,1,0,54,0.7284
SM3180,badminton,singles,111.3,152.2,0.1124,0.1429,2,0.5,1,1,366,0.8931
SM3181,badminton,singles,127.0,220.7,0.0414,0.5329,3,0.2,0,0,69,0.7994
SM3182,badminton,singles,32.9,124.6,0.1666,0.21,0,0.8,0,1,129,0.8741
SM3183,badminton,singles,675.7,183.8,0.3748,0.0012,5,0.2,0,0,32,0.5495
SM3184,badminton,singles,1084.5,194.7,0.6733,0.0054,0,0.8,0,0,530,0.4488
SM3185,badminton,singles,101.5,184.1,0.1379,0.2442,3,1.0,3,1,48,0.8283
SM3186,badminton,singles,181.7,159.6,0.1378,0.1105,1,0.8,0,1,229,0.837
SM3187,badminton,singles,232.3,159.8,0.3845,0.0474,0,0.2,3,1,25,0.7213
SM3188,badminton,singles,497.2,216.8,0.0718,0.2522,0,0.8,1,0,61,0.4726
SM3189,badminton,singles,1091.2,143.1,0.6767,0.2367,3,0.8,0,0,23,0.4485
SM3190,badminton,singles,84.6,299.5,0.0533,0.1118,1,1.0,5,1,25,0.933
SM3191,badminton,singles,409.6,250.8,0.249,0.4323,3,0.8,0,0,3,0.6096
SM3192,badminton,singles,881.6,171.3,0.6052,0.5514,3,0.2,0,0,2,0.4511
SM3193,badminton,singles,420.9,244.2,0.2435,0.1876,4,0.2,5,0,238,0.589
SM3194,badminton,singles,690.4,229.4,0.498,0.4427,6,0.8,0,0,91,0.4318
SM3195,badminton,singles,937.8,190.2,0.6128,0.3027,0,0.5,1,0,75,0.4853
SM3196,badminton,singles,617.9,177.0,0.2432,0.4058,3,0.2,2,0,26,0.563
SM3197,badminton,singles,295.6,207.2,0.1128,0.0595,0,1.0,0,1,510,0.6989
SM3198,badminton,singles,711.7,229.5,0.3403,0.3705,1,0.5,1,0,31,0.4364
SM3199,badminton,singles,329.3,211.6,0.3628,0.3326,4,0.8,1,0,69,0.6582
SM3200,badminton,singles,552.7,208.3,0.4193,0.3596,3,0.5,2,0,135,0.5156
SM3201,badminton,singles,473.5,149.6,0.1936,0.0359,1,0.8,0,0,130,0.6517
SM3202,badminton,singles,945.9,169.6,0.4456,0.2971,5,0.5,0,0,18,0.4878
SM3203,badminton,singles,50.3,208.2,0.1,0.3328,0,0.2,3,1,86,0.8292
SM3204,badminton,singles,83.1,184.0,0.1493,0.0406,2,0.2,0,0,18,0.8338
SM3205,badminton,singles,284.1,201.2,0.3347,0.1086,4,0.5,2,1,130,0.8035
SM3206,badminton,singles,496.3,261.6,0.3027,0.2447,8,1.0,1,0,61,0.5453
SM3207,badminton,singles,181.2,170.0,0.2066,0.0779,3,0.5,2,1,32,0.7818
SM3208,badminton,singles,127.1,204.3,0.0839,0.1467,2,1.0,0,1,273,0.8113
SM3209,badminton,singles,386.0,185.3,0.4099,0.2676,4,1.0,0,0,1,0.5714
SM3210,badminton,singles,1000.7,210.6,0.4912,0.5104,2,0.8,3,0,22,0.4696
SM3211,badminton,singles,78.8,219.0,0.0706,0.2015,1,0.8,0,1,40,0.9625
SM3212,badminton,singles,58.1,230.8,0.0681,0.1064,1,1.0,1,1,142,0.8279
SM3213,badminton,singles,231.4,231.2,0.2027,0.2101,2,0.5,0,1,54,0.737
SM3214,badminton,singles,14.5,154.9,0.1199,0.254,2,1.0,0,1,156,0.9526
SM3215,badminton,singles,230.8,123.4,0.2667,0.216,2,1.0,1,0,87,0.8561
SM3216,badminton,singles,623.3,222.4,0.335,0.3192,3,1.0,0,0,375,0.5067
SM3217,badminton,singles,343.0,172.6,0.2534,0.0943,0,0.8,0,0,38,0.5988
SM3218,badminton,singles,85.7,128.2,0.1411,0.2365,1,0.5,1,0,173,0.9826
SM3219,badminton,singles,109.9,264.4,0.195,0.3545,2,1.0,2,0,93,0.7888
SM3220,badminton,singles,126.9,182.1,0.0691,0.3221,3,0.5,3,0,15,0.9118
SM3221,badminton,singles,1153.9,156.8,0.6837,0.3785,4,1.0,0,0,26,0.4793
SM3222,badminton,singles,83.4,169.7,0.0469,0.2426,3,1.0,0,1,15,0.8092
SM3223,badminton,singles,90.4,149.1,0.327,0.3608,1,1.0,2,0,25,0.8536
SM3224,badminton,singles,335.9,267.8,0.1967,0.5799,3,0.8,0,1,214,0.7658
SM3225,badminton,singles,72.8,277.6,0.0275,0.632,6,0.5,2,1,354,0.8548
SM3226,badminton,singles,279.7,239.0,0.2132,0.0685,1,1.0,1,0,70,0.6783
SM3227,badminton,singles,355.0,218.9,0.3076,0.4353,6,0.5,0,0,119,0.6411
SM3228,badminton,singles,628.0,176.2,0.2311,0.0409,2,1.0,0,0,21,0.5009
SM3229,badminton,singles,211.1,292.6,0.0968,0.1779,2,1.0,0,0,26,0.7194
SM3230,badminton,singles,61.8,203.4,0.1132,0.0496,1,0.5,3,1,87,0.937
SM3231,badminton,singles,299.5,224.0,0.0686,0.1893,5,1.0,0,1,73,0.7696
SM3232,badminton,singles,170.3,203.4,0.1769,0.1189,2,0.8,2,1,139,0.7874
SM3233,badminton,singles,554.1,259.4,0.3229,0.3254,0,0.8,1,0,3,0.5653
SM3234,badminton,singles,282.6,186.4,0.2084,0.0699,1,0.5,5,0,132,0.6982
SM3235,badminton,singles,218.6,239.4,0.0888,0.1545,4,0.2,0,1,106,0.7408
SM3236,badminton,singles,207.3,193.4,0.2303,0.152,1,0.8,1,0,200,0.7396
SM3237,badminton,singles,481.8,246.0,0.2239,0.0999,2,1.0,2,0,84,0.6497
SM3238,badminton,singles,104.3,200.4,0.1707,0.3427,4,0.8,3,1,54,0.7952
SM3239,badminton,singles,37.1,254.2,0.0535,0.0002,4,1.0,0,1,96,0.8929
SM3240,badminton,singles,120.8,166.8,0.0777,0.2196,1,0.8,1,1,232,0.8881
SM3241,badminton,singles,155.1,258.0,0.1793,0.3142,3,1.0,0,0,67,0.7945
