player_id,skill_category,rating,rating_deviation,win_rate,activeness_score,matches_played,current_streak,days_since_last_match,gender
P874,advanced,1743.9,160.7,0.5655,0.2608,5,-1,24,M
P875,intermediate,1232.7,204.2,0.241,0.2256,12,4,4,M
P876,beginner,989.2,319.8,0.1478,0.0926,13,0,82,F
P877,intermediate,1280.3,229.7,0.3177,0.0932,6,-2,35,F
P878,beginner,1030.6,324.5,0.1389,0.6866,35,0,5,M
P879,advanced,1749.3,145.0,0.6818,0.104,18,-2,38,F
P880,intermediate,1462.9,188.3,0.3819,0.2922,58,-5,20,M
P881,intermediate,1099.3,273.2,0.1891,0.0599,7,4,23,F
P882,intermediate,1428.3,156.6,0.4729,0.3776,82,0,48,M
P883,beginner,1191.2,226.7,0.3089,0.5696,28,3,63,F
P884,intermediate,1437.3,206.9,0.2508,0.291,12,2,5,F
P885,intermediate,1319.2,208.7,0.2911,0.1982,7,3,3,M
P886,intermediate,1649.7,241.3,0.3941,0.6544,72,1,25,F
P887,intermediate,1253.5,233.8,0.3196,0.7074,50,0,5,F
P888,expert,2043.8,79.8,0.8242,0.5941,113,-6,8,F
P889,beginner,1323.6,250.6,0.2521,0.2479,16,-2,4,F
P890,intermediate,1363.8,208.7,0.3439,0.1881,11,-1,7,F
P891,intermediate,1322.4,174.9,0.2967,0.4282,25,0,52,F
P892,intermediate,1145.0,151.2,0.2027,0.5604,66,0,16,M
P893,beginner,1169.9,322.2,0.2486,0.8827,44,1,5,M
P894,advanced,1634.7,125.4,0.4283,0.5219,5,-1,51,F
P895,intermediate,1438.2,152.9,0.4196,0.5288,35,6,2,M
P896,beginner,1229.6,276.9,0.1008,0.6599,129,1,2,M
P897,intermediate,1305.6,224.8,0.3031,0.2201,13,2,69,F
P898,intermediate,1552.5,286.2,0.5864,0.3799,13,3,27,M
P899,advanced,1569.7,186.6,0.5973,0.4195,101,4,6,M
P900,beginner,1141.2,310.5,0.1759,0.6137,14,0,17,M
P901,intermediate,1498.5,204.3,0.4857,0.8068,33,2,17,M
P902,intermediate,1573.0,163.4,0.5373,0.1871,10,-3,76,F
P903,beginner,1096.3,284.1,0.1871,0.2835,27,1,14,M
P904,intermediate,1210.2,247.5,0.2449,0.5395,33,-1,8,F
P905,beginner,1124.9,302.9,0.2552,0.561,33,0,3,F
P906,intermediate,1268.8,227.1,0.2534,0.4473,59,0,59,M
P907,intermediate,1622.3,62.7,0.5367,0.1528,29,2,156,F
P908,advanced,1552.8,136.3,0.5562,0.1578,15,-7,17,F
P909,beginner,1143.8,312.9,0.2417,0.5788,115,-3,12,F
P910,advanced,1672.0,219.2,0.4638,0.7393,85,-4,51,M
P911,intermediate,1409.9,180.3,0.325,0.3093,6,0,218,F
P912,intermediate,1317.0,210.3,0.3547,0.2942,13,-2,51,F
P913,advanced,1629.8,119.4,0.4534,0.3497,26,-3,12,F
P914,intermediate,1502.1,180.8,0.3387,0.3376,9,0,7,M
P915,beginner,1032.2,307.5,0.0938,0.216,5,4,81,F
P916,beginner,1079.6,301.2,0.0889,0.4101,9,-1,125,M
P917,intermediate,1473.3,188.8,0.5321,0.4453,6,1,13,M
P918,intermediate,1499.1,158.0,0.4727,0.6644,10,5,23,M
P919,beginner,1157.6,274.5,0.1612,0.3397,22,0,4,M
P920,intermediate,1520.8,222.3,0.6363,0.3766,33,2,68,M
P921,advanced,1552.4,144.4,0.4779,0.1776,6,0,21,M
P922,intermediate,1204.8,170.8,0.2342,0.4262,9,1,27,M
P923,intermediate,1403.6,180.1,0.5214,0.4595,19,3,15,F
P924,advanced,1646.8,123.3,0.4524,0.3366,7,4,62,F
P925,beginner,1141.5,237.2,0.1507,0.5419,23,5,5,F
P926,advanced,1740.0,195.5,0.5442,0.7716,21,-3,3,F
P927,advanced,1659.4,114.2,0.5057,0.6407,47,0,29,M
P928,intermediate,1316.4,241.8,0.4268,0.1015,6,0,3,M
P929,advanced,1589.4,180.0,0.4308,0.1578,8,0,138,F
P930,beginner,873.5,251.4,0.1895,0.5469,40,-3,39,F
P931,beginner,1091.6,211.8,0.1756,0.3962,8,0,11,M
P932,beginner,1219.6,304.7,0.4211,0.4403,23,0,67,F
P933,advanced,1773.6,96.8,0.6594,0.4302,11,-4,23,F
P934,intermediate,1321.9,231.0,0.4687,0.1492,5,-2,26,M
P935,beginner,1115.4,319.5,0.2339,0.5901,9,-3,19,F
P936,intermediate,1628.2,221.0,0.5317,0.416,9,-1,14,M
P937,advanced,1406.2,146.6,0.5068,0.4575,22,0,11,M
P938,beginner,1090.1,302.5,0.1727,0.224,14,0,2,F
P939,advanced,1656.6,127.4,0.4455,0.7921,19,0,51,M
P940,intermediate,1324.5,205.8,0.2358,0.6188,49,0,2,M
P941,beginner,1021.4,232.3,0.05,0.7599,13,2,13,M
P942,beginner,996.2,210.7,0.0912,0.5328,60,-6,5,F
P943,intermediate,1401.3,147.7,0.3623,0.4514,21,-1,4,F
P944,intermediate,1522.9,222.4,0.4803,0.2878,19,1,8,F
P945,advanced,1958.2,131.1,0.95,0.2848,20,-3,139,M
P946,beginner,1058.1,323.1,0.1599,0.2556,30,4,66,F
P947,advanced,1944.5,164.7,0.7197,0.2449,5,3,9,M
P948,advanced,1702.5,92.6,0.4868,0.3637,12,0,32,F
P949,intermediate,1200.2,165.5,0.1848,0.7754,8,0,9,F
P950,intermediate,1253.7,141.1,0.2593,0.5923,13,1,11,F
P951,intermediate,1353.0,143.8,0.3202,0.3403,17,-2,3,F
P952,intermediate,1347.9,193.1,0.2782,0.3133,36,0,15,M
P953,expert,2081.7,67.9,0.908,0.5001,24,1,12,F
P954,intermediate,1431.1,267.8,0.3507,0.4455,7,-4,1,F
P955,intermediate,1657.7,170.2,0.5143,0.3501,19,-2,123,F
P956,advanced,1630.5,152.8,0.3917,0.5841,14,2,4,F
P957,intermediate,1592.3,252.1,0.5617,0.2782,15,0,111,F
P958,advanced,1828.5,163.4,0.6398,0.1987,5,0,19,F
P959,intermediate,1161.1,185.9,0.1417,0.3641,11,-6,6,F
P960,intermediate,1153.4,254.9,0.18,0.2905,15,-2,14,F
P961,expert,2121.5,71.7,0.7503,0.3724,9,-3,32,M
P962,intermediate,1615.2,164.6,0.4458,0.1089,10,-1,84,F
P963,beginner,900.8,251.3,0.0725,0.2928,5,0,17,M
P964,intermediate,1397.8,266.9,0.2134,0.1237,8,-2,22,M
P965,beginner,1052.2,225.2,0.1225,0.5545,28,3,17,F
P966,expert,1790.6,102.8,0.8525,0.3537,37,0,4,F
P967,intermediate,1285.2,183.9,0.1491,0.3739,80,3,45,F
P968,intermediate,1278.2,149.4,0.2517,0.4567,5,-1,28,F
P969,beginner,1176.6,317.8,0.1412,0.6714,24,7,7,M
P970,beginner,996.6,269.7,0.0993,0.5006,36,3,20,F
P971,beginner,1028.7,287.7,0.0655,0.4465,31,3,14,F
P972,advanced,1722.2,131.6,0.603,0.2311,13,0,0,M
P973,beginner,930.7,251.8,0.0608,0.1217,10,1,165,F
P974,intermediate,1673.7,186.3,0.3954,0.6629,12,3,15,F
P975,intermediate,1342.1,145.4,0.5082,0.2902,10,0,71,M
P976,intermediate,1054.5,184.8,0.2243,0.2235,9,2,24,F
P977,beginner,1271.2,282.8,0.0696,0.2794,5,-3,17,M
P978,intermediate,1219.8,235.3,0.1412,0.4757,50,-2,20,F
P979,expert,2315.4,132.2,0.95,0.1509,12,1,10,M
P980,intermediate,1176.8,213.6,0.214,0.0564,17,-3,56,M
P981,intermediate,1564.2,228.9,0.5034,0.5149,5,-2,73,F
P982,advanced,1689.9,165.0,0.627,0.3854,10,-2,78,M
P983,intermediate,1302.6,216.2,0.3054,0.6777,21,0,25,M
P984,advanced,1726.0,188.4,0.4275,0.2539,33,0,70,M
P985,beginner,903.7,332.0,0.05,0.3171,9,-3,30,M
P986,intermediate,1320.4,183.9,0.323,0.5317,36,0,105,F
P987,intermediate,1322.8,187.3,0.2045,0.3131,24,1,3,M
P988,intermediate,1321.6,223.5,0.2317,0.5773,24,-4,54,M
P989,beginner,1341.5,220.9,0.2976,0.5435,26,-4,7,M
P990,beginner,870.4,328.5,0.05,0.2001,5,0,52,F
P991,intermediate,1399.3,218.2,0.2078,0.2158,7,0,32,M
P992,intermediate,1378.8,241.1,0.531,0.4114,68,0,0,F
P993,intermediate,1360.9,252.3,0.3666,0.7167,10,0,24,M
P994,beginner,1004.5,262.6,0.05,0.0842,5,0,51,M
P995,beginner,880.8,340.3,0.05,0.562,16,0,29,M
P996,intermediate,1182.9,133.7,0.2265,0.3025,15,3,65,F
P997,intermediate,1537.7,254.5,0.5357,0.4701,29,4,18,F
P998,intermediate,1659.1,247.7,0.5312,0.5512,37,2,13,F
P999,intermediate,1435.0,189.2,0.3845,0.455,23,-1,11,F
P1000,intermediate,1408.2,194.3,0.3959,0.5128,110,1,7,F
P1001,intermediate,1414.3,162.2,0.306,0.2376,13,0,26,M
P1002,intermediate,1291.4,246.6,0.3399,0.3717,33,-1,11,M
P1003,intermediate,1228.7,225.2,0.2265,0.6921,58,-3,22,M
P1004,advanced,1653.5,160.5,0.5023,0.3303,11,3,160,F
P1005,intermediate,1208.5,170.7,0.2001,0.1785,10,-1,0,M
P1006,beginner,945.5,279.2,0.2075,0.3107,30,0,72,F
P1007,intermediate,1559.6,211.6,0.397,0.2793,21,0,10,M
P1008,intermediate,1422.2,211.7,0.4559,0.4194,7,1,13,M
P1009,beginner,1076.2,269.2,0.1991,0.1763,6,-5,9,M
P1010,expert,2236.3,59.7,0.8929,0.1113,5,-1,77,F
P1011,intermediate,1409.4,203.7,0.3697,0.5881,10,-3,11,M
P1012,intermediate,1609.8,114.8,0.526,0.3035,36,-1,25,M
P1013,intermediate,1192.5,161.6,0.2727,0.5935,23,2,30,M
P1014,intermediate,1313.8,233.0,0.3234,0.2098,11,0,48,M
P1015,beginner,1078.6,303.5,0.2616,0.4606,32,0,22,M
P1016,expert,2007.4,86.4,0.7904,0.5377,57,1,3,F
P1017,advanced,1643.5,200.0,0.5129,0.3828,8,0,5,M
P1018,beginner,915.1,293.0,0.1663,0.5664,32,1,30,M
P1019,advanced,1572.3,136.0,0.4237,0.3858,6,3,65,F
P1020,advanced,1378.0,144.8,0.3015,0.0799,15,-4,61,F
P1021,advanced,1712.9,131.9,0.6165,0.0623,5,-1,28,F
P1022,intermediate,1452.9,205.7,0.3487,0.4748,63,-7,33,M
P1023,beginner,1043.8,272.5,0.3261,0.5033,10,-2,66,M
P1024,expert,2087.0,91.5,0.7346,0.4147,5,3,1,M
P1025,intermediate,1354.9,200.9,0.3824,0.1806,6,-4,1,M
P1026,intermediate,1261.2,192.0,0.4129,0.1513,18,-1,29,F
P1027,advanced,1702.1,165.9,0.6937,0.3625,9,0,23,M
P1028,intermediate,1533.1,260.9,0.4298,0.1913,7,-1,9,M
P1029,intermediate,1438.0,201.9,0.2903,0.4338,30,0,34,M
P1030,intermediate,1443.6,175.5,0.4803,0.0936,13,-3,56,M
P1031,intermediate,1410.4,181.2,0.3669,0.0885,9,2,8,F
P1032,beginner,1182.7,277.0,0.2065,0.6236,16,0,16,M
P1033,intermediate,1290.8,132.0,0.4955,0.69,10,1,36,M
P1034,beginner,928.3,306.4,0.121,0.3107,6,0,2,M
P1035,intermediate,1272.8,226.7,0.2642,0.4656,31,-1,21,M
P1036,beginner,1141.9,268.8,0.1644,0.2261,11,-3,2,M
P1037,advanced,1941.4,163.5,0.6662,0.2693,24,1,39,M
P1038,advanced,1764.4,169.3,0.5721,0.2466,8,5,173,M
P1039,intermediate,1333.7,295.0,0.4537,0.3351,6,-2,72,F
P1040,expert,2128.7,97.6,0.845,0.1497,19,4,5,M
P1041,advanced,1648.6,188.9,0.5241,0.4381,17,0,45,F
P1042,beginner,1204.5,267.8,0.3025,0.0158,5,-1,81,F
P1043,intermediate,1270.4,209.8,0.3587,0.4017,6,1,7,F
P1044,beginner,1108.6,308.3,0.2549,0.6715,7,0,19,M
P1045,beginner,889.9,254.2,0.05,0.5187,43,-1,1,F
P1046,beginner,1096.1,327.1,0.3318,0.192,6,-2,156,F
P1047,expert,1923.0,81.9,0.5279,0.2686,63,-3,17,M
P1048,intermediate,1303.0,170.3,0.2097,0.4981,57,1,45,M
P1049,intermediate,1518.7,213.3,0.5045,0.2295,26,-3,1,F
P1050,intermediate,1510.3,172.1,0.4073,0.3981,14,0,21,F
P1051,beginner,1327.8,276.9,0.2886,0.292,28,5,57,F
P1052,beginner,808.1,342.2,0.1146,0.3288,54,5,3,M
P1053,advanced,1757.8,124.2,0.6064,0.2642,19,-3,21,M
P1054,advanced,1550.5,116.7,0.3345,0.2647,33,0,136,M
P1055,intermediate,1158.4,192.9,0.2111,0.4242,10,-3,63,F
P1056,beginner,919.4,301.0,0.05,0.3226,5,-2,17,M
P1057,advanced,1680.5,130.8,0.4639,0.3729,28,4,17,M
P1058,intermediate,1265.2,214.1,0.3107,0.4945,58,1,23,F
P1059,advanced,1675.4,143.0,0.5198,0.215,38,4,126,F
P1060,beginner,1010.4,192.8,0.1269,0.2098,12,4,7,F
P1061,beginner,1041.8,264.5,0.2172,0.8098,26,1,14,F
P1062,intermediate,1024.1,174.0,0.1095,0.425,19,6,1,F
P1063,beginner,1102.0,331.5,0.1788,0.1915,19,-3,136,F
P1064,advanced,1654.5,111.6,0.436,0.3413,16,0,17,F
P1065,intermediate,1262.6,171.5,0.3036,0.2681,41,-1,12,F
P1066,advanced,1672.4,167.8,0.646,0.6531,41,1,40,M
P1067,intermediate,1631.7,198.6,0.6425,0.2376,12,-6,13,F
P1068,beginner,1074.1,291.6,0.2028,0.6471,15,4,19,F
P1069,advanced,1601.9,168.8,0.6108,0.1644,19,-4,41,M
P1070,intermediate,1386.4,243.9,0.3593,0.4257,44,-1,20,M
P1071,intermediate,1513.6,206.0,0.3546,0.082,5,-1,2,M
P1072,advanced,1761.7,179.8,0.5808,0.3042,28,-1,49,F
P1073,intermediate,1198.2,184.7,0.286,0.3391,7,-3,32,F
P1074,beginner,990.8,350.0,0.2229,0.279,9,0,1,F
P1075,intermediate,1258.0,161.3,0.2944,0.4554,14,0,48,F
P1076,intermediate,1322.5,216.7,0.2532,0.3126,36,2,30,F
P1077,intermediate,1306.0,194.2,0.2385,0.7955,35,-1,9,F
P1078,intermediate,1574.8,225.7,0.489,0.3177,11,0,20,F
P1079,beginner,1040.0,323.9,0.2508,0.2573,45,0,82,F
P1080,intermediate,1460.8,229.6,0.344,0.7852,48,-2,3,F
P1081,beginner,1005.2,230.0,0.05,0.4859,11,-5,21,M
P1082,intermediate,1038.0,209.8,0.0902,0.0488,8,0,56,F
P1083,advanced,1925.3,131.4,0.5469,0.1566,8,-3,14,F
P1084,advanced,1625.0,186.6,0.5177,0.3391,8,2,20,F
P1085,intermediate,1473.0,259.9,0.3814,0.4653,6,-2,27,M
P1086,beginner,892.8,266.3,0.05,0.1164,20,4,74,M
P1087,advanced,1745.9,109.9,0.3958,0.2955,42,0,40,M
P1088,beginner,1057.9,249.8,0.0756,0.2418,13,1,1,M
P1089,beginner,1250.2,292.2,0.1558,0.7149,30,3,23,F
P1090,advanced,1830.7,242.0,0.6586,0.3944,18,-3,23,M
P1091,beginner,1000.6,321.9,0.1181,0.6885,223,-2,0,M
P1092,intermediate,1443.7,138.9,0.4348,0.15,18,2,52,M
P1093,intermediate,1417.4,211.2,0.3663,0.5581,30,-2,181,M
P1094,beginner,1250.5,350.0,0.3336,0.3091,12,-3,48,M
P1095,advanced,1792.9,184.4,0.502,0.3654,5,3,34,M
P1096,intermediate,1410.7,255.7,0.3245,0.464,9,0,103,M
P1097,advanced,1705.1,186.0,0.493,0.3853,33,-1,3,F
P1098,intermediate,1323.8,275.5,0.4409,0.0851,7,1,153,M
P1099,intermediate,1553.6,231.0,0.384,0.4403,37,-6,2,F
P1100,intermediate,1257.2,214.7,0.1942,0.5441,37,0,0,F
P1101,beginner,1116.6,226.8,0.1501,0.4173,18,-2,13,M
P1102,beginner,1082.3,238.9,0.0824,0.6947,28,-2,6,F
P1103,intermediate,1345.1,184.0,0.4268,0.4375,8,-2,37,F
P1104,advanced,1766.3,179.3,0.7151,0.3874,11,0,29,M
P1105,advanced,1536.7,124.6,0.385,0.2956,116,4,43,F
P1106,advanced,1744.6,130.6,0.592,0.0954,6,-4,41,F
P1107,intermediate,1064.2,197.7,0.1934,0.2399,20,3,16,M
P1108,intermediate,1428.3,178.5,0.3695,0.3339,18,-8,124,M
P1109,beginner,953.6,247.2,0.1887,0.2778,15,-4,21,M
P1110,intermediate,1545.6,184.7,0.4243,0.4404,6,2,19,F
P1111,advanced,1670.7,139.5,0.6263,0.3963,49,-2,5,F
P1112,advanced,1576.4,147.4,0.31,0.2886,16,0,23,F
P1113,beginner,1111.7,259.2,0.2593,0.2635,23,-1,39,F
P1114,advanced,1764.7,134.1,0.7138,0.7507,18,7,3,F
P1115,beginner,856.8,330.6,0.05,0.3829,68,-3,79,F
P1116,advanced,1918.3,79.7,0.7682,0.4243,29,-1,10,F
P1117,advanced,1773.7,111.9,0.4843,0.4575,66,0,47,M
P1118,expert,1947.9,112.5,0.7782,0.1743,24,2,13,F
P1119,intermediate,1245.2,199.3,0.2887,0.3361,10,0,20,M
P1120,intermediate,1124.4,175.4,0.1741,0.4909,21,-3,24,F
P1121,intermediate,1428.3,249.6,0.3793,0.5307,18,3,4,F
P1122,intermediate,1263.0,199.4,0.3671,0.537,15,1,0,F
P1123,advanced,1544.6,170.8,0.4477,0.0909,12,0,185,M
P1124,intermediate,1370.6,249.2,0.4366,0.6807,14,1,23,M
P1125,intermediate,1513.3,170.8,0.5259,0.2786,12,2,24,M
P1126,intermediate,1194.1,223.9,0.2733,0.5217,13,0,21,F
P1127,intermediate,1287.7,259.7,0.3089,0.4992,14,-1,13,M
P1128,intermediate,1139.7,200.1,0.301,0.3051,30,5,15,M
P1129,advanced,1801.4,158.1,0.7352,0.6191,7,0,25,F
P1130,expert,2098.4,69.9,0.8521,0.1043,5,1,28,F
P1131,intermediate,1384.4,152.9,0.2286,0.1643,20,0,171,F
P1132,intermediate,1376.9,216.9,0.3971,0.7171,58,0,38,F
P1133,intermediate,1253.9,122.1,0.2932,0.49,22,2,2,F
P1134,advanced,1667.8,137.2,0.5195,0.2198,8,2,2,F
P1135,intermediate,1523.5,248.1,0.449,0.4588,57,-1,63,F
P1136,intermediate,1447.7,178.5,0.3492,0.5932,22,0,41,F
P1137,advanced,1638.3,137.0,0.4307,0.6459,21,2,4,F
P1138,beginner,938.7,253.2,0.05,0.2171,16,4,5,M
P1139,beginner,1107.5,306.6,0.1452,0.1014,6,1,106,F
P1140,intermediate,1660.2,259.9,0.4654,0.6034,41,2,188,M
P1141,intermediate,1408.4,215.3,0.3583,0.5254,8,0,12,M
P1142,expert,1944.0,142.4,0.7196,0.2486,11,2,91,M
P1143,beginner,992.1,300.3,0.1806,0.3851,83,2,8,M
P1144,intermediate,1346.1,165.2,0.4612,0.2737,5,0,35,F
P1145,beginner,980.0,317.5,0.1762,0.3173,6,2,8,F
P1146,beginner,1089.5,350.0,0.1623,0.2483,13,2,14,M
P1147,intermediate,1062.2,144.3,0.1722,0.1627,5,-2,77,M
P1148,advanced,1696.1,130.4,0.5021,0.5222,17,2,15,M
P1149,beginner,957.0,328.5,0.05,0.1199,14,1,65,M
P1150,beginner,1043.9,258.3,0.1099,0.7378,5,2,1,M
P1151,intermediate,1419.8,160.6,0.4627,0.7976,95,0,60,F
P1152,advanced,1661.5,152.7,0.4487,0.6652,18,5,7,F
P1153,advanced,1517.7,144.2,0.4157,0.3347,7,0,21,M
P1154,intermediate,1025.3,143.7,0.1073,0.1802,15,2,62,F
P1155,beginner,1087.1,295.5,0.115,0.3384,6,-5,41,M
P1156,intermediate,1388.5,189.0,0.4395,0.3187,12,0,1,F
P1157,intermediate,1268.8,214.8,0.1906,0.4646,19,-2,0,M
P1158,beginner,1055.0,289.2,0.1929,0.1361,5,2,62,F
P1159,intermediate,1051.7,201.1,0.2024,0.4142,61,3,1,F
P1160,advanced,1492.7,168.9,0.5635,0.3749,9,-2,6,M
P1161,advanced,1653.7,137.1,0.5944,0.5523,28,3,37,F
P1162,advanced,1666.0,148.8,0.5089,0.5456,5,0,11,M
P1163,intermediate,1269.6,175.2,0.2797,0.7251,33,0,4,F
P1164,intermediate,1299.9,172.8,0.2426,0.3139,5,4,27,F
P1165,intermediate,1479.3,157.7,0.4793,0.026,5,-2,301,F
P1166,intermediate,1334.0,240.4,0.3038,0.3391,22,1,23,M
P1167,expert,2186.4,79.0,0.95,0.4939,5,1,20,F
P1168,intermediate,1327.6,146.8,0.3326,0.2671,66,-1,8,F
P1169,expert,2048.6,112.8,0.7276,0.4409,35,4,7,F
P1170,intermediate,1412.0,188.5,0.5042,0.1765,9,-1,5,F
P1171,beginner,1006.8,317.4,0.1813,0.2472,14,1,39,F
P1172,advanced,1609.4,187.5,0.5014,0.4037,28,-1,2,M
P1173,beginner,1038.4,272.7,0.1882,0.4154,6,0,40,M
P1174,intermediate,1227.2,171.8,0.2874,0.514,28,0,26,M
P1175,advanced,1699.3,162.2,0.5136,0.2933,27,0,57,M
P1176,beginner,806.6,224.5,0.05,0.2869,30,-3,17,F
P1177,intermediate,1463.1,190.7,0.484,0.2579,35,-7,40,F
P1178,beginner,943.3,225.6,0.0725,0.2151,9,5,15,F
P1179,intermediate,1611.6,185.8,0.4925,0.327,20,-3,58,M
P1180,expert,1826.6,149.3,0.5779,0.4789,146,1,14,F
P1181,beginner,850.4,210.4,0.05,0.5971,38,2,0,F
P1182,intermediate,1648.7,200.5,0.5457,0.3242,29,-2,122,F
P1183,beginner,1136.4,273.8,0.2357,0.1046,8,-5,70,M
P1184,intermediate,1236.7,187.1,0.3486,0.5858,28,2,2,F
P1185,intermediate,1351.1,260.9,0.2174,0.8777,53,4,16,M
P1186,intermediate,1221.6,193.4,0.2256,0.6282,52,2,59,F
P1187,intermediate,1181.4,146.0,0.2603,0.4997,23,1,4,F
P1188,beginner,1120.7,302.3,0.0947,0.527,54,-1,6,M
P1189,beginner,1050.7,316.0,0.0792,0.862,43,-3,5,M
P1190,intermediate,1621.8,158.2,0.4554,0.136,11,-1,127,F
P1191,expert,2079.2,104.1,0.7434,0.2346,16,0,57,F
P1192,intermediate,1340.8,206.5,0.3856,0.0377,6,2,45,M
P1193,intermediate,1352.9,220.4,0.2011,0.7632,22,-2,0,M
P1194,intermediate,1284.3,144.6,0.3126,0.5537,11,-5,3,M
P1195,intermediate,1446.6,285.0,0.4905,0.3792,5,0,8,M
P1196,intermediate,1302.0,157.8,0.085,0.0875,7,1,157,F
P1197,beginner,1047.9,223.0,0.1313,0.3696,14,2,101,F
P1198,intermediate,1545.3,158.4,0.397,0.0997,9,0,41,F
P1199,beginner,1155.6,304.8,0.1521,0.1163,7,3,32,M
P1200,beginner,979.7,291.1,0.2015,0.2079,16,2,2,F
P1201,beginner,928.3,309.1,0.0776,0.3735,20,2,9,M
P1202,advanced,1596.2,95.6,0.3238,0.5235,32,-1,76,F
P1203,expert,2007.2,71.6,0.7037,0.461,55,-1,8,F
P1204,intermediate,1123.8,185.3,0.3006,0.114,8,0,64,M
P1205,advanced,1551.0,234.0,0.4849,0.3801,19,-1,23,F
P1206,intermediate,1245.0,211.3,0.162,0.3386,13,-2,30,F
P1207,beginner,1238.8,268.0,0.4384,0.6425,20,0,3,F
P1208,advanced,1854.8,108.1,0.7665,0.401,52,5,20,F
P1209,expert,1925.0,70.1,0.666,0.342,17,1,37,F
P1210,intermediate,1282.0,240.1,0.2818,0.4492,41,-1,26,M
P1211,intermediate,1569.6,246.0,0.4417,0.596,28,0,18,F
P1212,beginner,800.0,292.9,0.05,0.7445,19,2,0,F
P1213,intermediate,1303.1,244.8,0.3114,0.3226,10,0,5,F
P1214,intermediate,1318.1,171.2,0.4279,0.2672,9,-1,71,M
P1215,intermediate,1208.2,187.0,0.2504,0.3301,5,3,7,M
P1216,advanced,1539.1,169.7,0.4933,0.309,10,3,242,F
P1217,intermediate,1633.2,157.1,0.509,0.3499,42,1,9,M
P1218,beginner,1207.9,350.0,0.4007,0.464,30,1,28,M
P1219,intermediate,1586.9,217.7,0.4978,0.5851,77,3,63,F
P1220,beginner,958.5,239.7,0.05,0.1559,18,1,1,M
P1221,advanced,2018.9,181.2,0.8382,0.4464,21,0,61,M
P1222,intermediate,1364.9,180.5,0.3944,0.3074,22,-3,78,F
P1223,intermediate,1637.3,204.0,0.4184,0.2103,19,3,101,F
P1224,intermediate,1380.4,124.3,0.4364,0.4699,16,-2,16,M
P1225,intermediate,1332.7,245.3,0.2074,0.2748,10,0,44,F
P1226,advanced,1819.3,168.4,0.6304,0.3037,40,3,0,M
P1227,beginner,832.7,333.7,0.05,0.6645,28,0,0,M
P1228,intermediate,1235.8,186.0,0.2785,0.5442,29,0,42,F
P1229,advanced,1710.1,166.4,0.6269,0.4708,14,2,0,F
P1230,expert,2019.3,86.4,0.8281,0.11,7,3,23,M
P1231,intermediate,1422.9,223.9,0.4125,0.6697,13,0,30,F
P1232,intermediate,1097.2,117.5,0.2881,0.3357,20,0,56,F
P1233,intermediate,1351.7,193.3,0.2968,0.3035,22,0,2,F
P1234,beginner,1088.6,285.3,0.2094,0.4744,79,1,4,F
P1235,intermediate,1503.2,226.5,0.4288,0.3994,24,-2,1,M
P1236,intermediate,1275.6,171.1,0.2279,0.2634,10,-4,4,F
P1237,advanced,1688.3,143.3,0.505,0.4143,8,0,66,F
P1238,advanced,1678.1,174.8,0.6469,0.3524,28,-5,50,F
P1239,advanced,1668.7,163.6,0.4614,0.4849,42,1,45,M
P1240,beginner,1034.1,237.9,0.0681,0.501,16,1,25,F
P1241,beginner,816.1,302.7,0.0896,0.2469,12,1,50,F
P1242,advanced,1677.4,122.6,0.5691,0.3053,10,0,0,F
P1243,intermediate,1069.8,212.2,0.2011,0.0912,6,0,130,M
P1244,beginner,1194.0,282.5,0.2734,0.6465,7,5,46,F
P1245,beginner,1267.8,246.0,0.3045,0.2246,19,2,1,F
P1246,intermediate,1396.5,220.1,0.3774,0.4313,25,2,7,M
P1247,intermediate,1076.7,212.2,0.189,0.7763,37,1,4,F
P1248,expert,2125.3,106.7,0.7805,0.165,19,1,22,M
P1249,advanced,1831.0,162.9,0.6633,0.4402,17,0,13,M
P1250,beginner,1137.6,210.5,0.2381,0.6799,27,-3,7,M
P1251,advanced,1730.5,128.3,0.6381,0.2786,22,1,44,F
P1252,intermediate,1500.0,213.7,0.5334,0.6964,26,-1,103,F
P1253,advanced,1827.1,135.3,0.7643,0.285,40,2,83,F
P1254,intermediate,1272.5,142.9,0.2503,0.5573,33,1,13,M
P1255,beginner,998.5,225.7,0.081,0.3753,14,-6,3,F
P1256,beginner,1088.6,336.1,0.1333,0.6326,24,-2,25,F
P1257,advanced,1744.9,119.8,0.6093,0.5669,26,3,53,F
P1258,expert,2074.3,73.0,0.8062,0.3835,32,4,42,F
P1259,beginner,1216.2,260.8,0.1058,0.193,19,0,81,F
P1260,beginner,874.1,350.0,0.1064,0.056,6,2,124,M
P1261,advanced,1627.7,124.0,0.365,0.328,12,0,9,M
P1262,intermediate,1269.9,212.1,0.2488,0.0837,7,-1,74,M
P1263,intermediate,1036.3,264.8,0.1,0.267,27,3,35,F
P1264,intermediate,1243.8,202.7,0.3277,0.1065,11,4,46,F
P1265,advanced,1484.3,107.3,0.428,0.5971,14,1,26,F
P1266,beginner,952.3,254.3,0.1747,0.2664,20,-2,38,M
P1267,advanced,1817.7,188.5,0.5977,0.3894,24,-2,23,M
P1268,advanced,1771.3,132.8,0.5553,0.1908,11,-1,162,M
P1269,intermediate,1232.9,225.0,0.0949,0.4583,11,6,35,F
P1270,advanced,1642.3,191.0,0.5233,0.2856,25,2,54,F
